Date,Open,High,Low,Close
2021-04-01 23:05:00,59005.47,59005.48,58872.81,58980.84
2021-04-01 23:10:00,58980.84,58984.1,58894.98,58902.81
2021-04-01 23:15:00,58901.29,58946.35,58837.11,58896.02
2021-04-01 23:20:00,58896.02,58939.16,58873.45,58873.45
2021-04-01 23:25:00,58873.45,58918.88,58835.91,58898.07
2021-04-01 23:30:00,58898.06,58910.0,58867.05,58887.42
2021-04-01 23:35:00,58887.87,58890.57,58813.32,58857.8
2021-04-01 23:40:00,58857.8,58896.56,58821.5,58896.55
2021-04-01 23:45:00,58896.55,58896.56,58750.06,58750.07
2021-04-01 23:50:00,58750.07,58819.83,58711.6,58751.32
2021-04-01 23:55:00,58751.32,58779.08,58700.0,58720.44
2021-04-02 00:00:00,58720.45,58840.43,58620.0,58620.02
2021-04-02 00:05:00,58620.02,58848.4,58610.16,58801.5
2021-04-02 00:10:00,58802.46,58885.93,58787.27,58799.44
2021-04-02 00:15:00,58798.58,58868.79,58723.65,58740.94
2021-04-02 00:20:00,58742.01,58759.16,58580.03,58654.45
2021-04-02 00:25:00,58654.46,58707.7,58600.0,58655.52
2021-04-02 00:30:00,58660.21,58729.55,58555.0,58667.09
2021-04-02 00:35:00,58667.1,58754.35,58606.57,58689.2
2021-04-02 00:40:00,58688.43,58743.74,58592.39,58600.0
2021-04-02 00:45:00,58600.01,58653.79,58515.03,58574.42
2021-04-02 00:50:00,58574.43,58605.85,58455.1,58563.69
2021-04-02 00:55:00,58563.7,58665.88,58521.55,58648.62
2021-04-02 01:00:00,58648.62,58759.08,58633.87,58741.71
2021-04-02 01:05:00,58739.31,58756.02,58697.13,58708.76
2021-04-02 01:10:00,58709.44,58840.0,58680.44,58822.58
2021-04-02 01:15:00,58822.57,58855.8,58739.5,58769.99
2021-04-02 01:20:00,58769.98,58800.0,58700.0,58750.26
2021-04-02 01:25:00,58750.25,58837.57,58748.63,58829.58
2021-04-02 01:30:00,58829.59,58927.25,58812.93,58906.58
2021-04-02 01:35:00,58906.59,58987.22,58872.0,58928.04
2021-04-02 01:40:00,58928.04,59000.0,58926.75,58967.55
2021-04-02 01:45:00,58967.55,59029.0,58880.45,58916.51
2021-04-02 01:50:00,58916.5,58950.0,58871.59,58902.57
2021-04-02 01:55:00,58902.58,58922.0,58810.24,58891.26
2021-04-02 02:00:00,58891.25,58958.01,58842.28,58927.68
2021-04-02 02:05:00,58927.67,59126.0,58915.98,59099.97
2021-04-02 02:10:00,59099.97,59230.0,59099.97,59213.48
2021-04-02 02:15:00,59213.48,59213.99,59096.4,59187.17
2021-04-02 02:20:00,59185.22,59338.99,59139.87,59338.99
2021-04-02 02:25:00,59338.98,59548.39,59317.88,59473.62
2021-04-02 02:30:00,59473.62,60155.58,59473.61,60102.39
2021-04-02 02:35:00,60102.38,60200.0,59836.36,60029.17
2021-04-02 02:40:00,60029.16,60084.67,59909.09,59994.08
2021-04-02 02:45:00,59986.17,60138.88,59916.0,60079.74
2021-04-02 02:50:00,60079.73,60148.0,59181.23,59657.44
2021-04-02 02:55:00,59647.1,59754.38,59367.0,59718.72
2021-04-02 03:00:00,59718.09,60036.76,59567.26,59952.17
2021-04-02 03:05:00,59952.16,60030.0,59851.22,59951.0
2021-04-02 03:10:00,59951.0,59988.68,59627.5,59738.42
2021-04-02 03:15:00,59738.42,59851.29,59652.17,59703.06
2021-04-02 03:20:00,59703.06,59793.56,59602.0,59775.84
2021-04-02 03:25:00,59775.83,59884.34,59723.36,59812.6
2021-04-02 03:30:00,59812.36,59866.04,59701.26,59746.78
2021-04-02 03:35:00,59746.78,59774.47,59654.56,59677.09
2021-04-02 03:40:00,59677.08,59847.62,59643.88,59779.58
2021-04-02 03:45:00,59779.58,59837.07,59610.0,59710.52
2021-04-02 03:50:00,59710.52,59791.59,59700.29,59754.35
2021-04-02 03:55:00,59754.34,59880.0,59750.0,59869.79
2021-04-02 04:00:00,59869.79,59997.0,59800.15,59801.63
2021-04-02 04:05:00,59801.63,59848.97,59715.85,59753.08
2021-04-02 04:10:00,59753.08,59762.1,59666.66,59712.85
2021-04-02 04:15:00,59712.86,59795.1,59709.48,59730.32
2021-04-02 04:20:00,59730.33,59779.99,59664.5,59685.01
2021-04-02 04:25:00,59685.01,59720.55,59560.41,59626.68
2021-04-02 04:30:00,59626.68,59712.59,59616.29,59703.46
2021-04-02 04:35:00,59703.45,59706.86,59585.0,59613.47
2021-04-02 04:40:00,59613.47,59683.29,59602.98,59606.95
2021-04-02 04:45:00,59606.95,59679.09,59511.0,59523.24
2021-04-02 04:50:00,59527.49,59592.97,59425.03,59470.04
2021-04-02 04:55:00,59470.04,59592.48,59470.03,59562.12
2021-04-02 05:00:00,59562.12,59688.08,59532.42,59555.01
2021-04-02 05:05:00,59555.0,59574.95,59389.11,59457.79
2021-04-02 05:10:00,59457.79,59498.97,59381.04,59476.07
2021-04-02 05:15:00,59476.06,59550.0,59382.46,59506.36
2021-04-02 05:20:00,59506.35,59570.0,59485.84,59539.99
2021-04-02 05:25:00,59540.0,59622.8,59533.18,59541.8
2021-04-02 05:30:00,59541.8,59617.3,59534.28,59560.0
2021-04-02 05:35:00,59560.0,59610.8,59518.66,59529.89
2021-04-02 05:40:00,59529.89,59529.89,59455.04,59491.83
2021-04-02 05:45:00,59491.84,59631.89,59491.83,59554.94
2021-04-02 05:50:00,59554.94,59609.39,59517.7,59562.83
2021-04-02 05:55:00,59562.84,59600.0,59503.99,59554.69
2021-04-02 06:00:00,59554.68,59649.33,59503.58,59505.7
2021-04-02 06:05:00,59505.7,59534.8,59426.84,59482.5
2021-04-02 06:10:00,59482.49,59531.67,59463.0,59510.13
2021-04-02 06:15:00,59510.13,59531.67,59413.77,59509.54
2021-04-02 06:20:00,59509.54,59569.01,59499.87,59552.17
2021-04-02 06:25:00,59552.17,59570.31,59482.65,59498.23
2021-04-02 06:30:00,59498.22,59498.23,59415.71,59430.36
2021-04-02 06:35:00,59430.35,59456.32,59307.35,59438.11
